source,id,label,caption,url
ww,266579,_ performing music with _,_ performing at Bharat Bhavan Feb 2017,
ww,268469,_ talking to _,Grand _ (born 1922) is an Iranian Twelver shi'a marja. _ studied under the late _.,
ww,269823,_ buying bread from _,"Lt. Gen. _, commander of Multi-National Corps - Iraq, purchases sweet bread from a young boy in Hawr Rajab, Nov. 8. _ walked through the city and met with Concerned Local Citizen leadership in an effort to bolster support for the grassroots security organization.",
ww,107067,_ shaking hands with _,"Secretary of Defense _, left, welcomes Germany's Minister of Defense _ to the Pentagon on April 30, 2013. _, _ and their senior advisors will meet to discuss security items of interest to both nations.",
ww,066799,_ performing with _,"_ And _ Perform At Sydney Entertainment Centre You wouldn't usually expect for _ to be support for a _ tour, but that's exactly what's happening this Australian tour, and Sydney fans saw it happen at the iconic Sydney Entertainment Centre tonight. Casual fans probably didn't know that _ produced _ new album, In Your Dreams, and believe us - it's a real treat for both _ and _ fans. _ acted as a bit of a third wheel, but there's no doubt _ still enjoys a strong fan base in Australia. _ performed Fleetwood Mac's Dreams, the band's prized #1 from years gone by. We also heard numbers from her new A Vampire's Dream, _. The new songs featured _ on guitar and resonated with the Sydney audience. If you were a _, _ or even a _ fan, this is the place you had to be at tonight. Promotional information secured by the Australia promoter of the tour reads: McManus Entertainment is thrilled to announce that _ will be joining the legendary _ and _ as a special guest for the 2011 Australian tour. _ will join the bill for the entire tour. Celebrated musician and songwriter _ from the Eurythmics will also be touring Australia for this very special show. Joining _ for these special shows will be celebrated musician and songwriter _ from Eurythmics, who co-produced _ new solo album, &quot;In Your Dreams&quot;. Fans of both Fleetwood Mac and Eurythmics will be thrilled to know that _ and _ will be performing their greatest hits from their respective bands as well as highlights form their solo careers. &quot;_ so excited to bring _ back to Australia and give her the opportunity to play to her many fans across the country, &quot; said promoter _. &quot;_ has one of the most unique and recognisable voices in the history of popular music and is also one of the greatest songwriters of all time. And I think there will be a whole new generation of fans due to the recent episode of 'Glee' based on the legendary Fleetwood Mac album, &quot;Rumours.&quot; Apart from _ incredible work with Fleetwood Mac, she has also had an extensive solo career, collectively having more than 40 top 50 hits and selling more than 140 million albums worldwide. Just a few of her many solo hits include Edge of Seventeen, Leather and Lace, Stand Back, _, Rooms On Fire and Stop Draggin' My Heart Around. _ will also be playing songs from Fleetwood Mac's extensive back catalogue. Some of their most loved songs include _, _, _, _, _ and _. Joining _ on her Australian tour is Grammy and BRIT Award winning musician, songwriter and producer, _. _ is best known for his work with Eurythmics and recently co-produced and co-wrote many of the songs on _ latest album, &quot;In Your Dreams&quot;. The album closes with the _ and _ duet Cheaper Than Free. And _ sang a track with _ on his 2010 solo album, &quot;The Blackbird Diaries&quot;. Some of _ biggest hits include I Only Want To Be With You (The Tourists) and Eurythmics hits Sweet Dreams (Are Made Of This), Missionary Man, Sisters Are Doin' It For Themselves, Would I Lie To You? and _ In My Side.",
ww,200126,_ greeting _,"Retired U.S. Marine Corps Lt. Gen. _, left, chairman, Iwo Jima Association of America greets an official of the Iwo Jima Association of Japan during the 70th Anniversary Reunion of Honor of the Battle of Iwo Jima at Iwo To, Japan, March 21, 2015.",
ww,033498,_ speaking with _,"Defense Secretary _ and his wife _ speak with Commandant of the Marine Corps Gen. _, and his wife _ after attending the evening parade at the Marine Barracks, Washington, May 11, 2007. _ was the guest of honor at the event hosted by _.",
ww,211282,_ shaking hands with _,"U.S. Defense Secretary _ shakes hands after a meeting with Indian Defense Minister _. _ during a recent trip to South Block in New Delhi, India, Jan. 20, 2010.",
ww,178283,_ being interviewed by _,"Gen. _, from Senegal, speaks with local Senegalese media after the key-note speech given by Gen. _, U.S. Air Forces Africa, Aug. 28, 2012, in Dakar, Senegal.",
ww,053874,_ receiving an autograph from _,"Bahrain (Dec. 9, 2004) - A _ receives an autograph from NASCAR driver _ on board Naval Support Activity (NSA) Bahrain. _, a winning NASCAR driver, and member of one of the top teams in NASCAR&rsquo;s Busch Series, visited Sailors on board NSA Bahrain.",
ww,071211,_ listening to _,"Chinese State Councilor _ listens as Secretary of Defense _ welcomes him to a meeting with at the Pentagon July 12, 2013.",
ww,103600,_ ice skating with _,_ and _ at the 2018 Winter Olympic Games in PyeongChang,
ww,025234,_ being interviewed with _,"Secretary of Defense _ and Secretary of State _ speak with ABC Nightline anchor _ during a joint interview in Melbourne, Australia.",
ww,167887,_ unveiling an award with _,"NORFOLK (Nov. 19, 2009) Norfolk Mayor _ and _, chairman of the Board of Directors for Nauticus, the National Maritime Center, unveil the National Maritime Valor Award for Capt. _, former Captain of the container ship MV Maersk Alabama. _ received the inaugural award for his efforts to protect his crew when his ship was seized by pirates in April.",
ww,204878,_ talking to _,"U.S. Navy Adm. _, chairman of the Joint Chiefs of Staff, speaks with NBA legend _ at Joint Base Andrews Naval Air Facility, Md., July 28, 2011.",
ww,147812,_ returning a salute from _,"Chairman of the Joint Chiefs of Staff U.S. Marine Gen. _ returns a salute from Army Staff Sgt. _ at Fort Sam Houston, Texas, Jan. 29, 2007.",
ww,125780,_ racing bicycles with _,"_, in the race leader's green jersey, rides through _ with the peloton during stage 3 of the 2017 Women's Tour.",
ww,238795,_ hugging _,"The President of Israel, _, and his wife host _'s Wish Fund. Photo Credit: _ / GPO.",
ww,072933,_ giving _ an award,"Secretary of the Air Force _ presents Staff Sergant _ the Air Force Cross March 10 at Pope Air Force Base, N.C. Sergeant _ of the 21st Special Tactics Squadron received the medal for uncommon valor during Operation Enduring Freedom for his actions during an intense 6.5-hour battle in Shok Valley, Afghanistan, April 6, 2008.",
ww,139557,_ drinking tea with _,"Afghanistan's President _ offers a brief cultural exchange discussing tea etiquette back in his country as he gestures with a Pentagon cup in hand at a working luncheon hosted by Secretary of Defense _ in the Pentagon on Jan. 10, 2013. _, _ and their senior advisors met earlier to discuss national security items of interest to both nations.",
ww,231169,_ speaking with _,"_, commanding officer of the amphibious dock landing ship USS _ (LSD 43), speaks with Secretary of the Navy (SECNAV) the Honorable _ during a tour of Ft. _. _ flew to the ship from Camp Lemonnier, Djibouti during his first trip abroad since being sworn in as Secretary of the Navy.",
ww,220114,_ briefing _,"Lt. Col. _, chief of operations, Joint Operations Center, briefs Maj. Gen. _, the adjutant general of the Missouri National Guard, on updates and procedures for Operation Show-Me Burning Wood at _ Training Site, Jefferson City, Mo., Dec. 29, 2015. _) Unit: 70th Mobile Public Affairs Detachment",
ww,092029,_ receiving a command coin from _,"QUY NHON, Vietnam (June 8, 2010) Adm. _, commander of U.S. Pacific Command, receives a command coin from People's Army of Vietnam Lt. Gen. _ during their visit to the Military Sealift Command hospital ship USNS Mercy (T-AH 19). Mercy is in Vietnam participating in Pacific Partnership 2010, conducting the fifth in a series of annual U.S. Pacific Fleet humanitarian and civic assistance endeavors to strengthen regional partnerships.",
ww,076727,_ showing _ a photo album,"President U _ of Burma is shown a historical photograph album which records some events during the visit of a delegation headed by U _ to the United Kingdom in 1947 to discuss progress towards independence at the Dorchester Hotel in London, 15 July 2013.",
ww,215655,_ explaining to _ how to use a device,"Navy Adm. _, vice chairman of the Joint Chiefs of Staff, right, and Veterans Affairs Secretary _. _, center, receive a brief on a simulator for firearms training during a tour of the Center for the Intrepid in San Antonio, Dec. 19, 2014. Adm. _ brought _, center professionals and researchers together to discuss innovative ways to improve the lives of wounded warriors.",
ww,202344,_ holding up signed shirts with _,Premier (Ministerpräsident) of Lower Saxony _ signing the white Free-Travel-Shirt,
ww,066549,_ standing at attention with _,"Maj. _, former Combat Center sergeant major, stands with his successor, Sgt. Maj. _, and Combat Center commanding general, Bring. Gen. _, during the Combat Center’s sergeant major post and relief ceremony at Lance Cpl. _, who was also pinned the Meritorious Service Medal during the ceremony, retired from the Marine Corps after 30 years of active duty service.",
ww,216044,_ signing a book with _,"At the Gagarin Cosmonaut Training Center in Star City, Russia, Expedition 56 prime crew member _ of the European Space Agency (front, right) signs a ceremonial book May 14 as part of pre-launch activities. Joining him in the front row are crewmates _ of NASA (front, left) and _ of Roscosmos (front, center). Looking on in the back row are backup crew members _ of NASA (left), _ of Roscosmos (center) and _ of the Canadian Space Agency.",
ww,215033,_ giving _ a present while shaking hands,"U.S. Army Chief of Staff Gen. _, left, presents a gift to Iraqi Council of Representatives Speaker _ during a visit to Baghdad, Dec. 22, 2011.",
ww,182402,_ huddling with _,"Semi-finale of the Handball League Cup, between Fenix Toulouse and PSG: _, _, _ and _ satisfied by their victory over Toulouse.",
ww,148203,_ having a seated meeting with _,"Australian Minister for Defense _ (right) meets with Secretary of Defense _ (left) in the Pentagon on April 12, 2010. _ is accompanied by Australian Ambassador to the U.S. _ (2nd from right) and Deputy Secretary for Strategy _.",
ww,136292,_ receiving a present from _,_ receive present from her fan at III Meeting of Fans of the TV series 'M jak miłość' in Gdynia 2009.,
ww,107450,_ performing with _,"_ (with _) performing live at The Roxy Theatre in West Hollywood (Los Angeles) California on Thursday January 21st, 2016.",
ww,159103,_ presenting the cup to _,"Miss _ presented cup, 6/17/22",
ww,066017,_ giving _ an award,"Gen. _, left, the adjutant general of New Jersey, presents Master Sgt. _, 177th Fighter Wing, the Silver Star, the third highest military award, June 28, 2014, during a ceremony at the 177th at Egg Harbor Township, N.J., for actions while deployed to Afghanistan on Sept. 29, 2012. On that day, a three-man Air Force explosive ordnance disposal team led by _ found itself in the middle of a complex ambush in Ghazni province, Afghanistan. During the course of a two-hour firefight, _ provided life-saving aid to a fallen coalition soldier from Poland, ran five times through a 150-yard open area riddled with enemy machine gun fire to direct his team in returning fire, and continued on with the fight after being knocked temporarily unconscious by a rocket-propelled grenade blast. Sears joins a group of 58 Airmen who have been awarded the Silver Star since the Global War on Terrorism began.",
ww,198841,_ sliding while _ tries to catch a throw,"_, _ slides into second base while _ seeks to catch the throw and apply the tag in a game on June 8, 2012",
ww,215298,_ performing with _,"_ live at New Age Club in Roncade on the 13th March, 2016",
ww,101873,_ sitting and talking with _,"Austrian World Music Awards 2014: _, _ and _ (Mereneu Project) as well as _ (Black Market Tune) a.o.",
ww,072601,_ shaking hands with _,"Chairman of the Joint Chiefs of Staff U.S. Army Gen. _, left, shakes hands with _, the director of the Center for 21st Century Security and Intelligence at the Brookings Institution, before delivering remarks at the center June 27, 2013, in Washington, _ discussed the military's role in cyber security.",
ww,124036,_ performing with _,"_ concert in Dresden / Germany, July 2008",
ww,041564,_ playing soccer with _,"Friendly match FC Terek Grozny vs. FC Admira Wacker Mödling (0-1) at 2016-06-24 in _ – The photo shows from right to left _ and _ (both FC Terek Grozny), _ (FC Admira Wacker Mödling).",
ww,248853,_ playing soccer with _,_ playing for _.,
ww,012243,_ playing basketball with _,_ at the 2017 McDonald's All-American Boys Game,
ww,158288,_ walking with _,"Former Secretary of Defense _, left, and Secretary of Defense _, second from left, walk to the Pentagon conference center to attend Rumsfeld's portrait unveiling ceremony June 25, 2010.",
ww,069659,_ performing with _,_ and _ performing together at the 2018 Sound of Music Festival,
ww,269895,_ signing an agreement with _,"Foreign Secretary _ and _, Minister of Foreign Affairs of the Dominican Republic signing a Memorandum of Understanding on Bilateral Co-operation between the United Kingdom and the Dominican Republic in London, 21 June 2012.",
ww,033801,_ preparing to cut the cake with _,"Left to Right: Colonel _, General _, Secretary of Defense _, Secretary of the Army _, _ of the Army _, and Private First Class _, prepare to cut the U.S. Army birthday cake during a ceremony marking the Army birthday at the Pentagon, June 13, 2013. _ thanked the oldest and youngest Army members, _ and PFC Selga, in attendance and thanked the Army for it's continued hard work in both war efforts and humanitarian missions.",
ww,235774,_ giving _ a signed football,"19, 2004) - Naval Academy football captains, Midshipman 1st Class _, of Donalsonville, Ga., and Midshipman 1st Class _, of Orange City, Fla., present President _ with a signed football.",
ww,225887,_ showing _ a diagram,"Aceh, Sumatra, Indonesia (Jan. 3, 2005) - Commander, Carrier Strike Group Nine (CSG-9), Rear Adm. _, speaks with Indonesian Army Gen. _ about relief efforts in Aceh, Sumatra, Indonesia.",
ww,112843,_ holding _,"Chairman of the Joint Chiefs of Staff U.S. Marine Gen. _, takes a picture with a child while visiting the Sun Yat-sen Mausoleum in Nanjing, China, March 25, 2007. The parents of the young girl asked the general for the photo upon his departure from seeing the tomb of _.",
ww,026432,_ celebrating winning the nomination with _,"President _, First Lady _, Vice President _, and vice presidential candidate _ celebrate winning the nomination at the Republican National Convention, Kansas City, Missouri",
ww,258550,_ receiving the wreath from _,"Commandant of the Marine Corps Gen. _ receives the wreath he offered during the Reunion of Honor ceremony at Iwo To, Japan, March 21, 2015.",
ww,002529,_ presenting with _,"_, chairman of the European Council of Skeptical Organisations and _ from the Association for Skeptical Enquiry at the European Skeptics Congress 2015 in London, UK.",
ww,194116,_ testifying with _,"Secretary of State _, Defense Secretary _ and Navy Adm. _, chairman of the Joint Chiefs of Staff, testify before the Senate Armed Services Committee at the Dirksen Senate Office Building in Washington, D.C., Dec. 2, 2009. The testimony focused on President _ decision to send an additional 30, 000 troops to the war in Afghanistan.",
ww,159785,_ standing for the anthem with _,"President _ and Vice President _ observe the playing of the national anthem during the Chairman of the Joint Chiefs of Staff change of responsibility ceremony on Joint Base Myer-Henderson Hall, Va., Sept. 30, 2011. Army Gen. _ became the 18th chairman of the Joint Chiefs of Staff during the ceremony, succeeding Navy Adm. _ who retired after 43 years of military service.",
ww,250805,_ eating and talking with _,"With _, deputy Director of a Gazprom affiliate involved in the construction, and athlete _.",
ww,247647,_ talking to _,"U.S. Army Gen. _, left, the chairman of the Joint Chiefs of Staff, talks with Chinese army Gen. _, China's chief of the general staff, during a visit to Beijing April 22, 2013.",
ww,193209,_ celebrating a win with _,"_, _, _, _ and _ celebrate _ Jr.'s 1996 NASCAR Craftsman Truck Series championship at Las Vegas Motor Speedway",
ww,153886,_ waving flags with _,"Secretary of Defense _ and his wife _ wave the flag as the choir sings ""God Bless America"" during a memorial service at the Pentagon on Oct. 11, 2001, in honor of those who perished in the terrorist attack on the building. President _, _ and Chairman of the Joint Chiefs of Staff Gen. _, U.S. Air Force, eulogized the 184 persons killed when a terrorist hijacked airliner was purposely crashed into the southwest face of the building on Sept. 11, 2001.",
ww,227268,_ giving a speech to _,"_ (born September 8, 1941) is the junior United States Senator from Vermont. _ is the longest-serving independent in U.S. congressional history. Born in Brooklyn, New York, _ attended Brooklyn College before transferring to and graduating from the University of Chicago. _ settled in Vermont in 1968, and ran unsuccessfully for Governor and U.S. As an independent, _ was elected mayor of Burlington, Vermont's most populous city, in 1981. He served as a congressman for 16 years before being elected to succeed the retiring Republican-turned-independent _ in the U.S. Senate in 2006. Since his election to the Senate, _ has emerged as a leading progressive voice on issues such as income inequality, universal healthcare, parental leave, climate change, LGBT rights, and campaign finance reform. _ is also outspoken on civil rights and civil liberties, and has been particularly critical of mass surveillance policies such as the USA PATRIOT Act, as well as racial discrimination in the criminal justice system. _ is a candidate for the Democratic Party's nomination for President in the 2016 U.S. presidential election.",
ww,155415,_ embracing _,"020720-F-3071N-077 Gen. _, commander in chief, U.S. Central Command, embraces Tech. _ after addressing the troops of the 384th Air Expeditionary Group at Base X, July 20, 2002. _ commended the hard work of all service members assigned here and throughout the AOR.",
ww,107010,_ renewing _'s oath,Maj. Gen. _ renews his military oath after being promoted to his new rank at his promotion ceremony at the Marine Attack Squadron 223 hangar Aug. 10. _ is known as a hands-on leader and since taking command of 2nd MAW he has spent a lot of his time interacting with his new Marines throughout 2nd MAW.,
ww,078502,_ signing the partnership agreement with _,"Gen. _, left, Commander of the U.S. Air Force 36th Wing and deputy commander of Joint Region Marianas, and Rear Adm. _, commander of Joint Region Marianas, sign the Partnering Charter Agreement to renew the military's traffic safety partnership with the Government of Guam during a signing ceremony at the Guam Department of Public Works Department of Highway Safety office. _, declared the week of May 15-21 ""Public Works Week"" and kicked off the ""Click it or Ticket Mobilization"" campaign, which will be observed May 23-June 5.",
ww,132592,_ ordering food with _,_ in Moscow 2016-09-14.,
ww,214682,_ handing _ a pen,"President _ hands President _ a pen as _, Vice President _, and _ look on.",
ww,201227,_ speaking with _ on a panel,"From left to right: artist editor _, Editor-in-Chief _, _ and (barely visible) Head of Marvel Television _.",
ww,073043,_ giving _ a tour,"_, commanding officer of the medical treatment facility aboard the Military Sealift Command hospital ship USNS Comfort (T-AH 20), gives a tour of the CT scan room aboard the ship to _, president of the Legislative Assembly of El Salvador, third from right, and _, U.S. ambassador to El Salvador, and other visitors during a Continuing Promise 2011 port visit.",
ww,242836,_ huddling with _,"_, _ and _ huddle before an offensive zone faceoff during the third period of the Pittsburgh Penguins 2009 Stanley Cup Finals game 6 against the Detroit Red Wings at Mellon Arena in Pittsburgh, PA.",
ww,039991,_ performing with _,_ and _; charity concert 'atemberaubend 08' in support of researching pulmonary hypertension (lungenhochdruck.at) at the Wiener Stadthalle.,
ww,253415,_ giving a tour to _,_ at United States Holocaust Memorial Museum,
ww,093637,_ receiving his doctorate from _,_ receiving his honorary doctorate in law from Universitas Gadjah Mada,
ww,101717,_ performing for _,"Mad TV comedian _ performs at Forward Operating Base Warhorse, Iraq, for the Soldiers of 4th Stryker Brigade Combat Team, 2nd Infantry Division, from Fort Lewis, Wash., Dec. 29.",
ww,098911,_ playing with _,"_ during an offensive-Phase in an game of the ""Handball Liga Austria""",
ww,052776,_ giving _ a flag,"150206-N-IY633-123 SPLIT, Croatia (Feb. 6, 2015) – Commander, Croatian Navy, Rear Adm. _ presents Commander, Standing NATO Maritime Group 2 (SNMG2), Rear Adm. _ with a Croatian Navy flag during a port visit to the city.",
ww,221322,_ playing soccer with _,_ for Turkey women's national football team in the home match against Belarus,
ww,057762,_ saluting _,"Sailors, acting as sideboys, render honors to Secretary of the Navy _, foreground, during his arrival aboard the littoral combat ship USS Freedom (LCS 1) at Singapore May 11, 2013. _ visited the Freedom to commemorate her arrival in Singapore and her maiden overseas deployment to Southeast Asia.",
ww,070364,_ having breakfast with _,"South Korean President _, during his state visit to China, having breakfast at a Chinese restaurant in Beijing without Chinese officials accompanied",
ww,238779,_ performing with _,_ and _ performs at Cosmopolite in Oslo on 04. The musicians had earlier that week recorded three albums in a studio in Oslo.Lineup:_ (vibraphone) _ (tenor saxophone) _ (piano) _ (double bass) _ (percussion) _ (drums) _ (guitar) _ (piano) _ (percussion),
ww,268607,_ placing a wreath as _ watches,"Deputy Secretary of Defense _ (3rd from right), _ (2nd from left), and other airline employees place a wreath near the site of the impact of American Airlines Flight 77 at the Pentagon as Secretary of Defense _ (right) watches on May 9, 2006.",
ww,088111,_ cutting a ribbon with _,"MARINE CORPS BASE CAMP LEJEUNE, N.C.- Maj. General _, Commanding General of Marine Corps Instillations East (left) and Lt. General _, commading general of the II Marine Expeditionary Force (right), hold a ribbon as Lt. Col. _ and his family make a cut to symbolize the opening of a newly-rennovated barracks designed to support Marines who have been injured in the war effort. The building was dedicated to _, who recieved severe head injures after being hit with an improvised explosive device last year. _ has served as an inspiration to many other service members who were also wounded.",
ww,189684,_ giving _ a fist bump,Florida Governor _ welcomes Down Syndrome Awareness Week 2016 with fist-bumps,
ww,038772,_ piloting a boat with _,"Lt. Col. _. _, U.S. Army Corps of Engineers Nashville District commander, pilots a Corps boat at Cordell Hull Lake on the Cumberland River, April 13, 2012.",
ww,029240,_ interviewing _,"BOSTON (July 2, 2007) - New England Cable News television anchor, _ speaks to Commander, Naval Sea Systems Command, Vice Adm. _ about the Navy&rsquo;s role in the global war on terrorism. _&rsquo;s visit to Boston during Boston Navy Week included a vigorous schedule of appearances and speaking engagements on the future of Navy ships and systems.",
ww,137292,_ interviewing _,"Navy Adm. _, chairman of the Joint Chiefs of Staff is interviewed by _ in Washington, D.C., Dec. 3, 2009. _ spoke to the Arab language network to explain President _ decision to send an additional 30, 000 troops to the war in Afghanistan.",
ww,026012,_ singing with _,"Finnish vocalist _ performing at YleXPop event in Lahti, Finland on the 4th of June, 2016.",
ww,243756,_ signing autographs for _,_ signing autographs for fans.,
ww,017849,_ receiving an award from _,"Left to right: Dr _, of the Pacific Institute, and _, of the Tuolumne River Trust, at the Silicon Valley Water Conservation Awards, where D. _ received a Lifetime Achievement Award. _ King Library at San Jose State University, San Jose, California, USA.",
ww,218274,_ celebrating a victory with _,"Podium of the men's sabre event (from left to right, _, _, _ and _) at the 2015 World Fencing Championships on 14 July 2014 at the Olympic Stadium in Moscow.",
ww,216543,_ performing with _,Singer _ performing with _ at Wayanad Maholsavam 2012,
ww,140866,_ laughing with _,"U.S. Army Chief of Staff, Gen. _ and Deputy Chief of Staff of the General Staff, Lt. Gen. _ laugh during a dinner ceremony at the Ministry of National Defense in Beijing, China, Feb. 21, 2014. _, was meeting with Chinese commanders to strengthen and promote military to military relations between the United States and China.",
ww,133869,_ skating with _,_ and _ at the 2018 European Figure Skating Championships in Moscow,
ww,034788,_ guarding _,_ of the Los Angeles Lakers guards _ of the Los Angeles Clippers.,
ww,064197,_ waving to _,"170419-N-WA993-258 YOKOSUKA, Japan (April 19, 2017) Vice President _ greets service members on the flight deck of the Navy’s forward-deployed aircraft carrier, USS _ (CVN 76). _, the flagship of Carrier Strike Group 5, provides a combat-ready force that protects and defends the collective maritime interests of its allies and partners in the Indo-Asia-Pacific region.",
ww,031195,_ racing with _,"_ decelerates after winning the first series of the women's 100-metre race in 11″32 during the French Athletics Championships 2013 at Stade Charléty in Paris, 13 July 2013.",
ww,267466,_ playing hockey with _,_ playing for Team USA in 2017,
ww,075362,_ firing a gun with _,"_ (left), 5th Battalion Sherwood Foresters at Bisley 1947, firing a Bren light machine gun.",
ww,015496,_ playing football with _,"_ during the Cleveland Browns 33-30 OT win over the Baltimore Ravens on November 18, 2007. _ finished with 92 rushing yards and a touchdown in his return to the Baltimore.",
ww,085892,_ administering an oath to _,"To avoid any constitutional problems, Chief Justice _ administers the oath of office a second time with _ in the Map Room of the White House on Wednesday, January 21, 2009.",
ww,170943,_ helping _ to put on a spacesuit,"Astronaut _, STS-132 mission specialist, gets help in the donning of a training version of his Extravehicular Mobility Unit (EMU) spacesuit in preparation for a spacewalk training session in the waters of the Neutral Buoyancy Laboratory (NBL) near NASA's Johnson Space Center.",
ww,261467,_ skiing with _,Thursday trainings: _,
ww,181886,_ helping _ to put on gloves,"Col. _, commander of the 4th Brigade Combat Team (Airborne), 25th Infantry Division, helps a little Iraqi girl put on her new gloves Dec. 16.",
ww,196653,_ evading _,"_ evading _ during the AFL Women's round six match between Adelaide and Melbourne on 11 March 2017 at TIO Stadium in Darwin, Northern Territory",
ww,092544,_ showing _ the control room,"Bath, Maine (Jan. 20, 2006) - Bath Iron Works President and CEO _ and employee _ show Secretary of the Navy (SECNAV) the Honorable Dr. _ the control room aboard the guided missile destroyer USS Farragut (DDG 99).",
ww,155530,_ giving a concert with _,"Nobel Peace prize Concert 2008, Oslo Spektrum, _",
ww,081266,_ escorting _,"Secretary of Defense _ escorts His Majesty _, the amir of Qatar, as they walk through a cordon of honor guards at the Pentagon, June 11, 1997. _ hosted the armed forces full honor ceremony to mark the _ first visit to the Department of Defense. Later he and the _, who also serves as his country's minister of defense, met to discuss a range of security issues of mutual interest to both nations.",
ww,111458,_ scoring against _,2010 European Men's Handball Championship Group I: Russia vs Iceland 30:38 — _ (Russia national handball team) could not stopped by _ and scores against goalkeeper _ (Iceland national handball team),
ww,160208,_ playing guitar with _,Guitarists _ and _ from Avenged Sevenfold.,
ww,037479,_ giving a lecture with _,"A lecture was given to the two thousand school students and interacted with them by _, the NASA astronaut on 'Expedition - 33 International Space Station Mission: Challenges and Success' on 2 April, 2013 at The Science City, Kolkata during her ten days India tour.",
cc,2cda5,_ working with _,"young bearded caucasian modern business man sitting in a bar , using laptop , looking downward , tapping on keyboard",http://l7.alamy.com/zooms/28d9536d34474edb8f6b0187c0fce498/two-young-bearded-caucasian-modern-business-man-sitting-in-a-bar-using-h4kp5g.jpg
cc,27001,_ playing volleyball with _,beach volleyball player defends against person during the women 's main draw .,https://media.gettyimages.com/photos/chen-xue-of-china-defends-against-lucy-boulton-of-england-during-the-picture-id167941171?k=6&m=167941171&s=612x612&w=0&h=Id-CZN4vrJsqpPMY4vImLszUZHwQ7ZRYN6VOl2vpHYM=
cc,c5ccd,_ giving _ a ride on a motorcycle,person in a leather jacket riding a motorcycle on the road,http://l7.alamy.com/zooms/4874513a03db467d8c54ccb0c2ef09a6/couple-bikers-in-a-leather-jacket-riding-a-motorcycle-on-the-road-edx7mj.jpg
cc,bb2e9,_ having drinks with _,"group of friends celebrating something in the restaurant , evening",https://ak4.picdn.net/shutterstock/videos/3158374/thumb/1.jpg
cc,d44af,_ talking with _,a manager congratulates a worker for doing a stellar job at a shipyard .,https://ak2.picdn.net/shutterstock/videos/11949842/thumb/1.jpg
cc,baea3,_ walking along the beach with _,women walking on the beach at sunset slow motion,https://ak3.picdn.net/shutterstock/videos/30379783/thumb/5.jpg
cc,253ad,_ performing with _,person and actor perform on stage as part,https://media.gettyimages.com/photos/little-willie-littlefield-and-jennifer-jones-perform-on-stage-as-part-picture-id88029771?s=612x612
cc,0b6a8,_ celebrating a win with _,players celebrate their win against country after the match ended .,http://images.firstpost.com/wp-content/uploads/2014/06/RTR3VJP6.jpg
cc,9455c,_ playing guitar for _,man sitting with his friends and playing a guitar,http://l7.alamy.com/zooms/3b096726ff3442f186fddb955407e477/man-sitting-with-his-friends-and-playing-a-guitar-bb2d5r.jpg
cc,4e872,_ showing something on a tablet screen to _,happy friends looking together at a tablet computer in the living room,https://ak3.picdn.net/shutterstock/videos/2903353/thumb/1.jpg
cc,01f6b,_ helping _ with homework,image of a man helping his grandson with homework,http://news.bbcimg.co.uk/media/images/68148000/jpg/_68148977_generationgap.jpg
cc,b7ca1,_ performing with _,artists of the band perform live on stage during a concert .,https://media.gettyimages.com/photos/martin-gore-and-dave-gahan-of-the-british-band-depeche-mode-perform-picture-id699978594
cc,6bf1d,_ cycling with _,cyclist shown in action next to competitors wearing the yellow,http://l7.alamy.com/zooms/700973520ae048bbb0bdfb1eeb8d4a72/german-cycling-pro-stefan-schumacher-team-gerolsteiner-c-shown-in-db040r.jpg
cc,3f6d2,_ showing _ products,woman shopping at the supermarket,https://media.gettyimages.com/photos/woman-shopping-at-the-supermarket-picture-id629209272?s=612x612
cc,e7f65,_ shaking hands with _,organisation founder on the left greets a fan at the race,http://l7.alamy.com/zooms/bc3048af90024bae8481a4540c28d79f/american-former-race-driver-carroll-shelby-on-the-left-greets-a-fan-a81379.jpg
cc,eb420,_ planting with _,a group of students from plant,https://www.gannett-cdn.com/-mm-/ef65f883b3c661eb9ad7a422e90042785f16a73b/c=0-177-3665-2933&r=x408&c=540x405/local/-/media/2016/08/17/WisPub/WisconsinStateFarmer/636069974742269747-BEST-Planting-lettuce-3.JPG
cc,88eda,_ dancing with _,a good looking pair : the dance partner 's are arm in arm for another routine,http://i.dailymail.co.uk/i/pix/2014/01/16/article-0-1AB66D9100000578-378_634x819.jpg
cc,c902d,_ playing baseball with _,person slides into home plate moments before person can tag him out during a game .,https://www.ocregister.com/wp-content/uploads/migration/n7d/n7dwye-b88105513z.120140618145431000g8i2vee7.10.jpg?w=640
cc,e7399,_ performing with _,latin pop artist perform live on stage at festival - day .,https://media.gettyimages.com/photos/kid-creole-the-coconuts-perform-live-on-stage-at-rewind-festival-day-picture-id120164078
cc,2e5e5,_ playing soccer with _,happy mixed ethnicity group of friends and family playing sports and having fun in the garden on a summer day .,https://ak9.picdn.net/shutterstock/videos/5131799/thumb/1.jpg?i10c=img.resize(height:160)
cc,b685a,_ riding horses with _,"young man and woman sitting horseback on the beach , man kisses girl",https://ak6.picdn.net/shutterstock/videos/4368026/thumb/1.jpg?i10c=img.resize(height:160)
cc,56988,_ punching _,ice hockey player takes a swing at ice hockey left winger during a game early 1970s,https://media.gettyimages.com/photos/canadian-ice-hockey-player-pierre-bouchard-of-the-montreal-canadiens-picture-id80944938?s=612x612
